keyword,source,author,title,description,content,publishedAt,url
usaid funding,The Daily Caller,Katelynn Richardson,Lawyer Who Bulletproofed Biden Bucks Now Fighting Trump Admin To Keep Gravy Train Rolling,A former Biden administration official is now backing several legal efforts to ensure money keeps flowing to left-wing organizations.,A former Biden administration official who made it more difficult for agencies to terminate certain grants is now backing several legal efforts to ensure money awarded before President Donald Trump t… [+7518 chars],2025-06-03T14:15:23Z,https://dailycaller.com/2025/06/03/daniel-jacobson-biden-omb-fighting-trump-admin/
usaid funding,Biztoc.com,msnbc.com,Why Senate Republicans might not let Trump give back $9.3 billion,"Trump's effort to codify DOGE cuts to via rescission package could be in trouble in the Senate as funding PBS, NPR, and USAID remains popular with some senators","Trump's effort to codify DOGE cuts to via rescission package could be in trouble in the Senate as funding PBS, NPR, and USAID remains popular with some senators
This story appeared on msnbc.com, 202… [+16 chars]",2025-06-16T10:49:16Z,https://biztoc.com/x/5c0679c936fe6eb9
usaid funding,Activistpost.com,Editor,US Reinstates Funding to Propaganda Outlet NED,"National Endowment for Democracy weaponizes “democracy” in Venezuela, Nicaragua and Cuba The brief freeze and rapid partial reinstatement of National Endowment for Democracy (NED) funding in early 2025 helped expose it as a US regime-change tool. Created to r…","National Endowment for Democracy weaponizes democracy in Venezuela, Nicaragua and Cuba
The brief freeze and rapid partial reinstatement of National Endowment for Democracy (NED) funding in early 202… [+9571 chars]",2025-06-03T02:45:00Z,https://www.activistpost.com/us-reinstates-funding-to-propaganda-outlet-ned/
usaid budget cut,Business Insider,Jordan Hart,Elon Musk bashes Bill Gates' comments on USAID: 'Show us any evidence',Elon Musk challenged Bill Gates' claims that gutting USAID would result in millions of deaths.,"Elon Musk and Bill Gates have traded words over DOGE's USAID cuts.Reuters
<ul><li>Elon Musk challenged Bill Gates' criticism of DOGE's USAID budget cuts.</li><li>Gates has claimed DOGE's cuts could … [+2581 chars]",2025-05-20T19:02:05Z,https://www.businessinsider.com/elon-musk-responds-bill-gates-over-usaid-cuts-2025-5
usaid budget cut,The Verge,Elizabeth Lopatto,Elon Musk discovers Trump doesn’t stay bought,"I have been watching, with some grim amusement, Elon Musk discovering the limits of being just another political donor. While he was at DOGE, he literally could control the Treasury and DOD - he effectively had the IT reins of the entire country, and could si…","I have been watching, with some grim amusement, Elon Musk discovering the limits of being just another political donor. While he was at DOGE, he literally could control the Treasury and DOD he effect… [+4779 chars]",2025-06-04T21:58:24Z,https://www.theverge.com/elon-musk/679970/musk-trump-beautiful-bill-spat
usaid budget cut,Daily Beast,Matt Wilstein,Bono Schools Joe Rogan on ‘Evil’ Elon Musk Unleashed on the World,"U2 frontman Bono lectured podcaster Joe Rogan about the “evils” of his buddy Elon Musk during a new podcast episode. It began with Bono, who has a long...","U2 frontman Bono lectured podcaster Joe Rogan about the evils of his buddy Elon Musk during a new podcast episode.
It began with Bono, who has a long history of involvement with the United States Ag… [+2889 chars]",2025-05-30T19:23:02Z,https://www.thedailybeast.com/bono-schools-joe-rogan-on-evil-elon-musk-unleashed-on-the-world/
usaid budget cut,Business Insider,Catherine Boudreau,Why these Americans agree with the DOGE firings: 'Welcome to the real world',Six Americans said they didn't want their tax dollars to pay for high salaries and generous benefits for certain government employees.,"Chip Somodevilla/Getty Images
<ul><li>Business Insider has been covering stories of federal workers fired by the White House DOGE office.</li><li>Some readers told BI they had limited sympathy.</li>… [+10795 chars]",2025-05-23T07:19:01Z,https://www.businessinsider.com/why-americans-agree-with-doge-firings-federal-workers-pensions-pay-2025-5
usaid budget cut,Time,Nik Popli,"As Musk Leaves DOGE, What Comes Next After the Billionaire’s Government Experiment?","Elon Musk exits DOGE after a chaotic tenure slashing agencies, sparking lawsuits, and reshaping Washington.","When Elon Musk launched into his government crusade with a chainsaw in hand at the Conservative Political Action Conference in February, few in Washington understood just how disruptive his tenure wo… [+7718 chars]",2025-05-29T20:44:54Z,https://time.com/7289870/elon-musk-trump-leaving-administration-doge/
usaid budget cut,Gizmodo.com,Matt Novak,‘KILL THE BILL’: Why Elon Musk Is Throwing a Fit Over the Budget,The billionaire oligarch isn't happy with Trump's Big Beautiful Bill.,Elon Musk has spent the past two days tweeting incessantly about the massive budget bill passed in the U.S. House and is currently being worked on in the Senate. The bill is a massive transfer of wea… [+6255 chars],2025-06-05T12:35:32Z,https://gizmodo.com/kill-the-bill-why-elon-musk-is-throwing-a-fit-over-the-budget-2000611308
usaid budget cut,Gizmodo.com,Matt Novak,Elon Musk Won’t Stop Whining,Fascists always think they're the real victims.,"Just a few months ago, Elon Musk was wielding a chainsaw on stage at CPAC as he bragged about how he was going to dismantle the federal government. The billionaire oligarch helped shut down USAID, ac… [+5742 chars]",2025-05-28T18:57:54Z,https://gizmodo.com/elon-musk-wont-stop-whining-2000608254
usaid budget cut,Quartz India,Niamh Rowe,Elon Musk fires back at Bill Gates over claim that DOGE cuts are 'killing' poor children,Elon Musk has hit back at Bill Gates’s claim that his cuts to the U.S. foreign aid budget will kill millions of children.Read more...,"In This Story
Elon Musk has hit back at Bill Gatess claim that his cuts to the U.S. foreign aid budget will kill millions of children.
Who does Bill Gates think he is to make comments about the wel… [+2693 chars]",2025-05-21T14:35:00Z,https://qz.com/elon-musk-doge-usaid-bill-gates-hiv-aids-children-1851781687
usaid budget cut,Al Jazeera English,Al Jazeera,Has DOGE really saved the US government $180bn?,"Elon Musk first claimed the department would make savings of $2 trillion, but what do the figures really show?",President Donald Trump and adviser Elon Musk celebrated their efforts to slash federal spending before Musk stepped away from his White House work. Musk wore a black DOGE hat over a bruised right eye… [+11355 chars],2025-06-06T11:21:51Z,https://www.aljazeera.com/news/2025/6/6/has-doge-really-saved-the-us-government-180bn
usaid budget cut,Forbes,"Thomas Brewster, Forbes Staff, 
 Thomas Brewster, Forbes Staff
 https://www.forbes.com/sites/thomasbrewster/",Trump Is Trying To Defund An Agency That Saves Billions In Taxpayer Money,The White House wants to slash the $85 million budget to $0 for the inspector general’s office that focuses on investigating fraud in foreign aid.,"President Trump isn't just trying to get rid of USAID, he has plans to defund the agency that investigates the foreign aid department for fraud, waste and child abuse, among other crimes. (Photo by A… [+6789 chars]",2025-06-13T18:05:21Z,https://www.forbes.com/sites/thomasbrewster/2025/06/13/trump-defunding-an-agency-saving-billions-in-taxpayer-money/
usaid budget cut,Al Jazeera English,Al Jazeera Staff,‘Disgusting abomination’: Why is Elon Musk slamming Trump’s budget bill?,"Musk's criticism underscores the divide among conservatives over the bill, which could ramp up US debt.","Billionaire Elon Musk has lashed out at United States President Donald Trumps budget bill, describing it as a disgusting abomination, less than a week after he left the administration and at a time w… [+5792 chars]",2025-06-04T12:17:32Z,https://www.aljazeera.com/news/2025/6/4/disgusting-abomination-why-is-elon-musk-slamming-trumps-budget-bill
usaid budget cut,Forbes,"Kelly Phillips Erb, Forbes Staff, 
 Kelly Phillips Erb, Forbes Staff
 https://www.forbes.com/sites/kellyphillipserb/",House Moves To Claw Back Money From Public Broadcasting And Foreign Aid,"The House is seeking to rescind $9.4 billion in funding for National Public Radio (NPR), the Public Broadcasting System (PBS), and the United States Agency for International Development (USAID) using a move known as rescission.","People participate in a rally to call on Congress to protect funding for US public broadcasters, Public Broadcasting Service (PBS) and National Public Radio (NPR), outside the NPR headquarters in Was… [+5942 chars]",2025-06-12T14:06:37Z,https://www.forbes.com/sites/kellyphillipserb/2025/06/12/house-moves-to-claw-back-money-from-public-broadcasting-and-foreign-aid/
usaid budget cut,Grist,"Graham Lee Brewer, The Associated Press",Cuts to USAID severed longstanding American support for Indigenous peoples around the world,"Without U.S. funding, Indigenous communities in Peru and elsewhere face increasing threats to their land, livelihoods, and human rights.","This story was published in partnership with The Associated Press.
Miguel Guimaraes Vásquez fought for years to protect his homeland in the Peruvian Amazon from deforestation related to the cocaine … [+7870 chars]",2025-06-04T14:00:00Z,http://grist.org/indigenous/cuts-to-usaid-severed-longstanding-american-support-for-indigenous-people-in-the-amazon/
usaid budget cut,Business Insider,bmetzger@insider.com (Bryan Metzger),Here's the $9.4 billion in DOGE cuts that Trump is asking Congress to approve,"The foreign aid and public broadcasting cuts could be the first of several ""rescission"" requests sent to Congress in the coming months.","For months, DOGE has been cutting federal spending without consulting Congress. Now, the White House is asking lawmakers to vote to make some of those cuts permanent.
President Donald Trump's Office… [+3469 chars]",2025-06-03T22:10:44Z,https://www.businessinsider.com/doge-cuts-npr-pbs-foreign-aid-request-2025-6
usaid budget cut,The New Republic,The Daily Blast with Greg Sargent,Transcript: Trump Rages at GOP Bill Fiasco as Elon Admits It’s a Scam,"The following is a lightly edited transcript of the June 4 episode of the Daily Blast podcast. Listen to it here.
Greg Sargent: This is The Daily Blast from The New Republic, produced and presented by the DSR network. I’m your host, Greg Sargent.
President …","Sargent: Yeah. Speaking of that, we should clarify that Trump is just lying in saying theyll only cut waste, fraud, and abuse. The bill would cut hundreds of billions of dollars from Medicaid and pot… [+2727 chars]",2025-06-04T10:48:02Z,https://newrepublic.com/article/196100/transcript-trump-rages-gop-bill-fiasco-elon-admits-it-scam
usaid budget cut,CBS News,Kaia  Hubbard,White House asks Congress to claw back $9.4 billion in approved funding,"The package would cancel $9.4 billion in funding that Congress previously appropriated for NPR, PBS and USAID.","Washington — The White House on Tuesday sent a formal request to Congress to claw back funding for NPR, PBS and international aid that lawmakers had previously approved. 
The package would cancel $9… [+3875 chars]",2025-06-03T20:35:22Z,https://www.cbsnews.com/news/white-house-asks-congress-claw-back-funding-rescission-package/
